NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	71	-0.79696333	-2.0641444	0.0	0.0	0.0	1285	tags=52%, list=11%, signal=58%	
T CELL ACTIVATION%GOBP%GO:0042110	T CELL ACTIVATION%GOBP%GO:0042110	Details ...	121	-0.7255229	-1.970077	0.0	0.009179046	0.02	763	tags=27%, list=7%, signal=29%	
INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.7	INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.7	Details ...	50	-0.7837347	-1.9213988	0.0018115942	0.03351685	0.109	1368	tags=46%, list=12%, signal=52%	
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	144	-0.6867467	-1.895172	0.0	0.057725385	0.234	1048	tags=36%, list=9%, signal=39%	
POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057	POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057	Details ...	39	-0.7814676	-1.8477906	0.0	0.1757864	0.632	954	tags=46%, list=8%, signal=50%	
LYMPHOCYTE ACTIVATION%GOBP%GO:0046649	LYMPHOCYTE ACTIVATION%GOBP%GO:0046649	Details ...	201	-0.6360406	-1.8464452	0.0	0.15086405	0.642	1072	tags=28%, list=9%, signal=31%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	Details ...	31	-0.8020322	-1.8353996	0.0	0.16329317	0.731	949	tags=45%, list=8%, signal=49%	
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	Details ...	67	-0.6966339	-1.822842	0.0	0.18822476	0.833	689	tags=31%, list=6%, signal=33%	
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229	Details ...	23	-0.83968353	-1.8208197	0.0	0.17567013	0.844	657	tags=22%, list=6%, signal=23%	
COSTIMULATION BY THE CD28 FAMILY%REACTOME%R-HSA-388841.4	COSTIMULATION BY THE CD28 FAMILY%REACTOME%R-HSA-388841.4	Details ...	53	-0.7451222	-1.8188071	0.0017825312	0.16466011	0.853	1000	tags=38%, list=9%, signal=41%	
