NAME	TITLE	SCORE	
DAAM2		128.5236	
ADAMTS2		76.98907	
LPL		54.95246	
IL1R2		54.397755	
AIG1		49.631702	
MAOA		46.610542	
TPST1		45.69729	
C5AR1		38.81168	
PDK4		37.777195	
TMIGD3		35.763176	
PER1		31.938635	
SESN1		30.916237	
ADORA3		30.796885	
HTRA1		28.649204	
TSC22D3		27.343632	
TCN2		26.992775	
ADGRL2		26.702057	
CLEC4E		26.435453	
SRGN		24.24349	
CSGALNACT1		23.877748	
RGL4		23.834545	
AMPH		23.782942	
ACSL1		23.773233	
SH2D4A		22.203028	
FKBP5		21.486835	
PHC2		21.448093	
CORO2A		20.850784	
FPR2		20.290636	
CSTA		19.532297	
TIMP4		18.841927	
ABLIM3		18.71048	
GLDN		18.487795	
KLF9		18.111084	
FPR1		18.083784	
PIK3IP1		17.447771	
MAFB		17.305832	
MS4A3		17.178955	
S100A8		16.884321	
IRS2		16.819014	
PTGFR		16.71079	
DYSF		16.657892	
S100P		15.920627	
SLC1A3		15.828778	
MFGE8		15.261757	
FBN2		15.143585	
S100A9		15.082054	
ALOX15B		14.823282	
CD163		14.82177	
CEACAM6		14.428667	
HMOX1		14.392739	
VSIG4		13.848927	
CCDC162P		13.779054	
ITPKC		13.675799	
SLC39A11		13.6563225	
RGCC		13.392748	
LRG1		13.150704	
RAB13		12.737409	
PNMT		12.735232	
JDP2		12.529492	
C5AR2		12.51463	
LYVE1		12.494721	
ALDH4A1		12.49274	
TACSTD2		12.352829	
RNASE3		12.266013	
IFNGR1		12.207832	
STARD13		12.200836	
PLBD1		12.189333	
SERPINB2		12.056029	
LDLRAD3		11.988003	
CTSG		11.968987	
TFCP2L1		11.897436	
TMEM45A		11.736512	
CNIH4		11.571714	
S100A12		11.462498	
SAMSN1		11.43486	
GPR160		11.377393	
SLPI		11.343158	
MYO1B		11.253864	
HCST		11.085179	
ARHGEF28		10.964397	
ELOVL3		10.889738	
CPM		10.857113	
SH3PXD2B		10.750447	
PECR		10.653406	
NPL		10.567643	
RNF141		10.4886	
GIMAP8		10.473171	
C1QC		10.212121	
AREG		10.211403	
C1orf162		10.054347	
DHCR7		10.028249	
SLC2A5		10.008775	
SMIM10		9.837365	
ZNF438		9.824031	
SLC36A1		9.417575	
IL10		9.346915	
SERPINB1		9.327585	
THBS1		9.1793165	
